01. Ano,02. Nome Região (Portugal),03. Filtro 1,04. Filtro 2,05. Filtro 3,06. Escala,07. Símbolo,08. Valor
2017,Portugal,Mulheres,Superior,Trabalhador por conta de outrem,,,688.5
2017,Portugal,Mulheres,Superior,Trabalhador por conta própria/empregador,,,19.7
2017,Portugal,Mulheres,Superior,Trabalhador por conta própria/isolado,,,46.2
2017,Portugal,Mulheres,Total,Total,,,2252.9
2017,Portugal,Mulheres,Total,Trabalhador familiar não remunerado,,,11.4
2017,Portugal,Mulheres,Total,Trabalhador por conta de outrem,,,2018.5
2017,Portugal,Mulheres,Total,Trabalhador por conta própria/empregador,,,67.7
2017,Portugal,Mulheres,Total,Trabalhador por conta própria/isolado,,,155.3
2017,Portugal,Total, Básico - 1º Ciclo,Total,,,526.7
2017,Portugal,Total, Básico - 1º Ciclo,Trabalhador familiar não remunerado,,,7.7
2017,Portugal,Total, Básico - 1º Ciclo,Trabalhador por conta de outrem,,,393.6
2017,Portugal,Total, Básico - 1º Ciclo,Trabalhador por conta própria/empregador,,,36.9
2017,Portugal,Total, Básico - 1º Ciclo,Trabalhador por conta própria/isolado,,,88.5
2017,Portugal,Total, Básico - 2º Ciclo,Total,,,576.0
2017,Portugal,Total, Básico - 2º Ciclo,Trabalhador familiar não remunerado,,x,
2017,Portugal,Total, Básico - 2º Ciclo,Trabalhador por conta de outrem,,,473.9
2017,Portugal,Total, Básico - 2º Ciclo,Trabalhador por conta própria/empregador,,,36.0
2017,Portugal,Total, Básico - 2º Ciclo,Trabalhador por conta própria/isolado,,,63.3
2017,Portugal,Total, Básico - 3º Ciclo,Total,,,958.9
2017,Portugal,Total, Básico - 3º Ciclo,Trabalhador familiar não remunerado,,,5.0
2017,Portugal,Total, Básico - 3º Ciclo,Trabalhador por conta de outrem,,,819.0
2017,Portugal,Total, Básico - 3º Ciclo,Trabalhador por conta própria/empregador,,,53.5
2017,Portugal,Total, Básico - 3º Ciclo,Trabalhador por conta própria/isolado,,,81.4
2017,Portugal,Total,Nenhum,Total,,,45.3
2017,Portugal,Total,Nenhum,Trabalhador familiar não remunerado,,x,
2017,Portugal,Total,Nenhum,Trabalhador por conta de outrem,,,36.6
2017,Portugal,Total,Nenhum,Trabalhador por conta própria/empregador,,x,
2017,Portugal,Total,Nenhum,Trabalhador por conta própria/isolado,,,6.9
2017,Portugal,Total,Secundário e pós-secundário,Total,,,1258.3
2017,Portugal,Total,Secundário e pós-secundário,Trabalhador familiar não remunerado,,x,
2017,Portugal,Total,Secundário e pós-secundário,Trabalhador por conta de outrem,,,1129.6
2017,Portugal,Total,Secundário e pós-secundário,Trabalhador por conta própria/empregador,,,53.3
2017,Portugal,Total,Secundário e pós-secundário,Trabalhador por conta própria/isolado,,,71.9
2017,Portugal,Total,Superior,Total,,,1236.1
2017,Portugal,Total,Superior,Trabalhador familiar não remunerado,,x,
2017,Portugal,Total,Superior,Trabalhador por conta de outrem,,,1100.7
2017,Portugal,Total,Superior,Trabalhador por conta própria/empregador,,,45.2
2017,Portugal,Total,Superior,Trabalhador por conta própria/isolado,,,88.0
2017,Portugal,Total,Total,Total,,,4601.2
2017,Portugal,Total,Total,Trabalhador familiar não remunerado,,,22.0
2017,Portugal,Total,Total,Trabalhador por conta de outrem,,,3953.4
2017,Portugal,Total,Total,Trabalhador por conta própria/empregador,,,225.9
2017,Portugal,Total,Total,Trabalhador por conta própria/isolado,,,400.0
2018,Portugal,Homens, Básico - 1º Ciclo,Total,,,284.3
2018,Portugal,Homens, Básico - 1º Ciclo,Trabalhador familiar não remunerado,,x,
2018,Portugal,Homens, Básico - 1º Ciclo,Trabalhador por conta de outrem,,,200.7
2018,Portugal,Homens, Básico - 1º Ciclo,Trabalhador por conta própria/empregador,,,26.1
2018,Portugal,Homens, Básico - 1º Ciclo,Trabalhador por conta própria/isolado,,,55.0
2018,Portugal,Homens, Básico - 2º Ciclo,Total,,,359.9
2018,Portugal,Homens, Básico - 2º Ciclo,Trabalhador familiar não remunerado,,x,
2018,Portugal,Homens, Básico - 2º Ciclo,Trabalhador por conta de outrem,,,290.6
2018,Portugal,Homens, Básico - 2º Ciclo,Trabalhador por conta própria/empregador,,,26.3
2018,Portugal,Homens, Básico - 2º Ciclo,Trabalhador por conta própria/isolado,,,41.6
2018,Portugal,Homens, Básico - 3º Ciclo,Total,,,556.2
2018,Portugal,Homens, Básico - 3º Ciclo,Trabalhador familiar não remunerado,,x,
2018,Portugal,Homens, Básico - 3º Ciclo,Trabalhador por conta de outrem,,,463.7
2018,Portugal,Homens, Básico - 3º Ciclo,Trabalhador por conta própria/empregador,,,36.8
2018,Portugal,Homens, Básico - 3º Ciclo,Trabalhador por conta própria/isolado,,,53.2
2018,Portugal,Homens,Nenhum,Total,,,25.4
2018,Portugal,Homens,Nenhum,Trabalhador familiar não remunerado,,x,
2018,Portugal,Homens,Nenhum,Trabalhador por conta de outrem,,,19.4
2018,Portugal,Homens,Nenhum,Trabalhador por conta própria/empregador,,x,
2018,Portugal,Homens,Nenhum,Trabalhador por conta própria/isolado,,,5.4
2018,Portugal,Homens,Secundário e pós-secundário,Total,,,672.0
2018,Portugal,Homens,Secundário e pós-secundário,Trabalhador familiar não remunerado,,x,
2018,Portugal,Homens,Secundário e pós-secundário,Trabalhador por conta de outrem,,,575.4
2018,Portugal,Homens,Secundário e pós-secundário,Trabalhador por conta própria/empregador,,,43.8
2018,Portugal,Homens,Secundário e pós-secundário,Trabalhador por conta própria/isolado,,,49.8
2018,Portugal,Homens,Superior,Total,,,506.7
2018,Portugal,Homens,Superior,Trabalhador familiar não remunerado,,x,
2018,Portugal,Homens,Superior,Trabalhador por conta de outrem,,,430.5
2018,Portugal,Homens,Superior,Trabalhador por conta própria/empregador,,,30.0
2018,Portugal,Homens,Superior,Trabalhador por conta própria/isolado,,,45.4
2018,Portugal,Homens,Total,Total,,,2404.6
2018,Portugal,Homens,Total,Trabalhador familiar não remunerado,,,10.3
2018,Portugal,Homens,Total,Trabalhador por conta de outrem,,,1980.4
2018,Portugal,Homens,Total,Trabalhador por conta própria/empregador,,,163.6
2018,Portugal,Homens,Total,Trabalhador por conta própria/isolado,,,250.3
2018,Portugal,Mulheres, Básico - 1º Ciclo,Total,,,224.7
2018,Portugal,Mulheres, Básico - 1º Ciclo,Trabalhador familiar não remunerado,,x,
2018,Portugal,Mulheres, Básico - 1º Ciclo,Trabalhador por conta de outrem,,,182.3
2018,Portugal,Mulheres, Básico - 1º Ciclo,Trabalhador por conta própria/empregador,,,9.3
2018,Portugal,Mulheres, Básico - 1º Ciclo,Trabalhador por conta própria/isolado,,,29.8
2018,Portugal,Mulheres, Básico - 2º Ciclo,Total,,,221.5
2018,Portugal,Mulheres, Básico - 2º Ciclo,Trabalhador familiar não remunerado,,x,
2018,Portugal,Mulheres, Básico - 2º Ciclo,Trabalhador por conta de outrem,,,192.8
2018,Portugal,Mulheres, Básico - 2º Ciclo,Trabalhador por conta própria/empregador,,,9.4
2018,Portugal,Mulheres, Básico - 2º Ciclo,Trabalhador por conta própria/isolado,,,18.1
2018,Portugal,Mulheres, Básico - 3º Ciclo,Total,,,404.8
2018,Portugal,Mulheres, Básico - 3º Ciclo,Trabalhador familiar não remunerado,,x,
2018,Portugal,Mulheres, Básico - 3º Ciclo,Trabalhador por conta de outrem,,,361.9
2018,Portugal,Mulheres, Básico - 3º Ciclo,Trabalhador por conta própria/empregador,,,14.2
2018,Portugal,Mulheres, Básico - 3º Ciclo,Trabalhador por conta própria/isolado,,,26.6
2018,Portugal,Mulheres,Nenhum,Total,,,19.9
2018,Portugal,Mulheres,Nenhum,Trabalhador familiar não remunerado,,x,
2018,Portugal,Mulheres,Nenhum,Trabalhador por conta de outrem,,,16.0
2018,Portugal,Mulheres,Nenhum,Trabalhador por conta própria/empregador,,x,
2018,Portugal,Mulheres,Nenhum,Trabalhador por conta própria/isolado,,x,
2018,Portugal,Mulheres,Secundário e pós-secundário,Total,,,652.3
2018,Portugal,Mulheres,Secundário e pós-secundário,Trabalhador familiar não remunerado,,x,
2018,Portugal,Mulheres,Secundário e pós-secundário,Trabalhador por conta de outrem,,,599.3
2018,Portugal,Mulheres,Secundário e pós-secundário,Trabalhador por conta própria/empregador,,,17.0
2018,Portugal,Mulheres,Secundário e pós-secundário,Trabalhador por conta própria/isolado,,,33.9
2018,Portugal,Mulheres,Superior,Total,,,803.7
2018,Portugal,Mulheres,Superior,Trabalhador familiar não remunerado,,x,
2018,Portugal,Mulheres,Superior,Trabalhador por conta de outrem,,,731.3
2018,Portugal,Mulheres,Superior,Trabalhador por conta própria/empregador,,,22.8
2018,Portugal,Mulheres,Superior,Trabalhador por conta própria/isolado,,,48.6
2018,Portugal,Mulheres,Total,Total,,,2326.9
2018,Portugal,Mulheres,Total,Trabalhador familiar não remunerado,,,10.2
2018,Portugal,Mulheres,Total,Trabalhador por conta de outrem,,,2083.6
2018,Portugal,Mulheres,Total,Trabalhador por conta própria/empregador,,,73.0
2018,Portugal,Mulheres,Total,Trabalhador por conta própria/isolado,,,160.1
2018,Portugal,Total, Básico - 1º Ciclo,Total,,,509.1
2018,Portugal,Total, Básico - 1º Ciclo,Trabalhador familiar não remunerado,,,5.8
2018,Portugal,Total, Básico - 1º Ciclo,Trabalhador por conta de outrem,,,383.0
2018,Portugal,Total, Básico - 1º Ciclo,Trabalhador por conta própria/empregador,,,35.5
2018,Portugal,Total, Básico - 1º Ciclo,Trabalhador por conta própria/isolado,,,84.8
2018,Portugal,Total, Básico - 2º Ciclo,Total,,,581.4
2018,Portugal,Total, Básico - 2º Ciclo,Trabalhador familiar não remunerado,,x,
2018,Portugal,Total, Básico - 2º Ciclo,Trabalhador por conta de outrem,,,483.4
2018,Portugal,Total, Básico - 2º Ciclo,Trabalhador por conta própria/empregador,,,35.7
2018,Portugal,Total, Básico - 2º Ciclo,Trabalhador por conta própria/isolado,,,59.7
2018,Portugal,Total, Básico - 3º Ciclo,Total,,,961.0
2018,Portugal,Total, Básico - 3º Ciclo,Trabalhador familiar não remunerado,,,4.6
2018,Portugal,Total, Básico - 3º Ciclo,Trabalhador por conta de outrem,,,825.6
2018,Portugal,Total, Básico - 3º Ciclo,Trabalhador por conta própria/empregador,,,51.0
2018,Portugal,Total, Básico - 3º Ciclo,Trabalhador por conta própria/isolado,,,79.8
2018,Portugal,Total,Nenhum,Total,,,45.4
2018,Portugal,Total,Nenhum,Trabalhador familiar não remunerado,,x,
2018,Portugal,Total,Nenhum,Trabalhador por conta de outrem,,,35.4
2018,Portugal,Total,Nenhum,Trabalhador por conta própria/empregador,,x,
2018,Portugal,Total,Nenhum,Trabalhador por conta própria/isolado,,,8.5
2018,Portugal,Total,Secundário e pós-secundário,Total,,,1324.3
2018,Portugal,Total,Secundário e pós-secundário,Trabalhador familiar não remunerado,,,5.3
2018,Portugal,Total,Secundário e pós-secundário,Trabalhador por conta de outrem,,,1174.6
2018,Portugal,Total,Secundário e pós-secundário,Trabalhador por conta própria/empregador,,,60.7
2018,Portugal,Total,Secundário e pós-secundário,Trabalhador por conta própria/isolado,,,83.6
2018,Portugal,Total,Superior,Total,,,1310.5
2018,Portugal,Total,Superior,Trabalhador familiar não remunerado,,x,
2018,Portugal,Total,Superior,Trabalhador por conta de outrem,,,1161.9
2018,Portugal,Total,Superior,Trabalhador por conta própria/empregador,,,52.8
2018,Portugal,Total,Superior,Trabalhador por conta própria/isolado,,,93.9
2018,Portugal,Total,Total,Total,,,4731.5
2018,Portugal,Total,Total,Trabalhador familiar não remunerado,,,20.5
2018,Portugal,Total,Total,Trabalhador por conta de outrem,,,4064.0
2018,Portugal,Total,Total,Trabalhador por conta própria/empregador,,,236.6
2018,Portugal,Total,Total,Trabalhador por conta própria/isolado,,,410.4
2019,Portugal,Homens, Básico - 1º Ciclo,Total,,,260.6
2019,Portugal,Homens, Básico - 1º Ciclo,Trabalhador familiar não remunerado,,x,
2019,Portugal,Homens, Básico - 1º Ciclo,Trabalhador por conta de outrem,,,178.6
2019,Portugal,Homens, Básico - 1º Ciclo,Trabalhador por conta própria/empregador,,,24.7
2019,Portugal,Homens, Básico - 1º Ciclo,Trabalhador por conta própria/isolado,,,56.0
2019,Portugal,Homens, Básico - 2º Ciclo,Total,,,333.5
2019,Portugal,Homens, Básico - 2º Ciclo,Trabalhador familiar não remunerado,,x,
2019,Portugal,Homens, Básico - 2º Ciclo,Trabalhador por conta de outrem,,,263.0
2019,Portugal,Homens, Básico - 2º Ciclo,Trabalhador por conta própria/empregador,,,23.5
2019,Portugal,Homens, Básico - 2º Ciclo,Trabalhador por conta própria/isolado,,,46.0
2019,Portugal,Homens, Básico - 3º Ciclo,Total,,,551.1
2019,Portugal,Homens, Básico - 3º Ciclo,Trabalhador familiar não remunerado,,x,
2019,Portugal,Homens, Básico - 3º Ciclo,Trabalhador por conta de outrem,,,459.1
2019,Portugal,Homens, Básico - 3º Ciclo,Trabalhador por conta própria/empregador,,,40.3
2019,Portugal,Homens, Básico - 3º Ciclo,Trabalhador por conta própria/isolado,,,49.9
2019,Portugal,Homens,Nenhum,Total,,,19.8
2019,Portugal,Homens,Nenhum,Trabalhador familiar não remunerado,,x,
2019,Portugal,Homens,Nenhum,Trabalhador por conta de outrem,,,16.2
2019,Portugal,Homens,Nenhum,Trabalhador por conta própria/empregador,,x,
2019,Portugal,Homens,Nenhum,Trabalhador por conta própria/isolado,,x,
2019,Portugal,Homens,Secundário e pós-secundário,Total,,,713.3
2019,Portugal,Homens,Secundário e pós-secundário,Trabalhador familiar não remunerado,,x,
2019,Portugal,Homens,Secundário e pós-secundário,Trabalhador por conta de outrem,,,619.8
2019,Portugal,Homens,Secundário e pós-secundário,Trabalhador por conta própria/empregador,,,40.3
2019,Portugal,Homens,Secundário e pós-secundário,Trabalhador por conta própria/isolado,,,51.1
2019,Portugal,Homens,Superior,Total,,,557.5
2019,Portugal,Homens,Superior,Trabalhador familiar não remunerado,,x,
2019,Portugal,Homens,Superior,Trabalhador por conta de outrem,,,462.5
2019,Portugal,Homens,Superior,Trabalhador por conta própria/empregador,,,33.0
2019,Portugal,Homens,Superior,Trabalhador por conta própria/isolado,,,61.0
2019,Portugal,Homens,Total,Total,,,2435.8
2019,Portugal,Homens,Total,Trabalhador familiar não remunerado,,,7.6
2019,Portugal,Homens,Total,Trabalhador por conta de outrem,,,1999.2
2019,Portugal,Homens,Total,Trabalhador por conta própria/empregador,,,162.2
2019,Portugal,Homens,Total,Trabalhador por conta própria/isolado,,,266.8
2019,Portugal,Mulheres, Básico - 1º Ciclo,Total,,,202.4
2019,Portugal,Mulheres, Básico - 1º Ciclo,Trabalhador familiar não remunerado,,x,
2019,Portugal,Mulheres, Básico - 1º Ciclo,Trabalhador por conta de outrem,,,166.9
2019,Portugal,Mulheres, Básico - 1º Ciclo,Trabalhador por conta própria/empregador,,,7.8
2019,Portugal,Mulheres, Básico - 1º Ciclo,Trabalhador por conta própria/isolado,,,24.8
2019,Portugal,Mulheres, Básico - 2º Ciclo,Total,,,201.1
2019,Portugal,Mulheres, Básico - 2º Ciclo,Trabalhador familiar não remunerado,,x,
2019,Portugal,Mulheres, Básico - 2º Ciclo,Trabalhador por conta de outrem,,,175.6
2019,Portugal,Mulheres, Básico - 2º Ciclo,Trabalhador por conta própria/empregador,,,8.2
2019,Portugal,Mulheres, Básico - 2º Ciclo,Trabalhador por conta própria/isolado,,,15.5
2019,Portugal,Mulheres, Básico - 3º Ciclo,Total,,,415.3
2019,Portugal,Mulheres, Básico - 3º Ciclo,Trabalhador familiar não remunerado,,x,
2019,Portugal,Mulheres, Básico - 3º Ciclo,Trabalhador por conta de outrem,,,368.1
2019,Portugal,Mulheres, Básico - 3º Ciclo,Trabalhador por conta própria/empregador,,,13.8
2019,Portugal,Mulheres, Básico - 3º Ciclo,Trabalhador por conta própria/isolado,,,31.8
2019,Portugal,Mulheres,Nenhum,Total,,,19.3
2019,Portugal,Mulheres,Nenhum,Trabalhador familiar não remunerado,,x,
2019,Portugal,Mulheres,Nenhum,Trabalhador por conta de outrem,,,15.8
2019,Portugal,Mulheres,Nenhum,Trabalhador por conta própria/empregador,,x,
2019,Portugal,Mulheres,Nenhum,Trabalhador por conta própria/isolado,,x,
2019,Portugal,Mulheres,Secundário e pós-secundário,Total,,,688.9
2019,Portugal,Mulheres,Secundário e pós-secundário,Trabalhador familiar não remunerado,,x,
2019,Portugal,Mulheres,Secundário e pós-secundário,Trabalhador por conta de outrem,,,626.9
2019,Portugal,Mulheres,Secundário e pós-secundário,Trabalhador por conta própria/empregador,,,18.6
2019,Portugal,Mulheres,Secundário e pós-secundário,Trabalhador por conta própria/isolado,,,41.2
2019,Portugal,Mulheres,Superior,Total,,,827.1
2019,Portugal,Mulheres,Superior,Trabalhador familiar não remunerado,,x,
2019,Portugal,Mulheres,Superior,Trabalhador por conta de outrem,,,739.8
2019,Portugal,Mulheres,Superior,Trabalhador por conta própria/empregador,,,27.6
2019,Portugal,Mulheres,Superior,Trabalhador por conta própria/isolado,,,58.8
2019,Portugal,Mulheres,Total,Total,,,2354.1
2019,Portugal,Mulheres,Total,Trabalhador familiar não remunerado,,,10.1
2019,Portugal,Mulheres,Total,Trabalhador por conta de outrem,,,2093.2
2019,Portugal,Mulheres,Total,Trabalhador por conta própria/empregador,,,76.3
2019,Portugal,Mulheres,Total,Trabalhador por conta própria/isolado,,,174.5
2019,Portugal,Total, Básico - 1º Ciclo,Total,,,463.0
2019,Portugal,Total, Básico - 1º Ciclo,Trabalhador familiar não remunerado,,x,
2019,Portugal,Total, Básico - 1º Ciclo,Trabalhador por conta de outrem,,,345.5
2019,Portugal,Total, Básico - 1º Ciclo,Trabalhador por conta própria/empregador,,,32.5
2019,Portugal,Total, Básico - 1º Ciclo,Trabalhador por conta própria/isolado,,,80.7
2019,Portugal,Total, Básico - 2º Ciclo,Total,,,534.6
2019,Portugal,Total, Básico - 2º Ciclo,Trabalhador familiar não remunerado,,x,
2019,Portugal,Total, Básico - 2º Ciclo,Trabalhador por conta de outrem,,,438.6
2019,Portugal,Total, Básico - 2º Ciclo,Trabalhador por conta própria/empregador,,,31.7
2019,Portugal,Total, Básico - 2º Ciclo,Trabalhador por conta própria/isolado,,,61.5
2019,Portugal,Total, Básico - 3º Ciclo,Total,,,966.3
2019,Portugal,Total, Básico - 3º Ciclo,Trabalhador familiar não remunerado,,x,
2019,Portugal,Total, Básico - 3º Ciclo,Trabalhador por conta de outrem,,,827.2
2019,Portugal,Total, Básico - 3º Ciclo,Trabalhador por conta própria/empregador,,,54.1
2019,Portugal,Total, Básico - 3º Ciclo,Trabalhador por conta própria/isolado,,,81.8
2019,Portugal,Total,Nenhum,Total,,,39.1
2019,Portugal,Total,Nenhum,Trabalhador familiar não remunerado,,x,
2019,Portugal,Total,Nenhum,Trabalhador por conta de outrem,,,32.0
2019,Portugal,Total,Nenhum,Trabalhador por conta própria/empregador,,x,
2019,Portugal,Total,Nenhum,Trabalhador por conta própria/isolado,,,5.2
2019,Portugal,Total,Secundário e pós-secundário,Total,,,1402.2
2019,Portugal,Total,Secundário e pós-secundário,Trabalhador familiar não remunerado,,x,
2019,Portugal,Total,Secundário e pós-secundário,Trabalhador por conta de outrem,,,1246.8
2019,Portugal,Total,Secundário e pós-secundário,Trabalhador por conta própria/empregador,,,58.9
2019,Portugal,Total,Secundário e pós-secundário,Trabalhador por conta própria/isolado,,,92.3
2019,Portugal,Total,Superior,Total,,,1384.6
2019,Portugal,Total,Superior,Trabalhador familiar não remunerado,,x,
2019,Portugal,Total,Superior,Trabalhador por conta de outrem,,,1202.3
2019,Portugal,Total,Superior,Trabalhador por conta própria/empregador,,,60.6
2019,Portugal,Total,Superior,Trabalhador por conta própria/isolado,,,119.8
2019,Portugal,Total,Total,Total,,,4789.9
2019,Portugal,Total,Total,Trabalhador familiar não remunerado,,,17.7
2019,Portugal,Total,Total,Trabalhador por conta de outrem,,,4092.4
2019,Portugal,Total,Total,Trabalhador por conta própria/empregador,,,238.5
2019,Portugal,Total,Total,Trabalhador por conta própria/isolado,,,441.3
2020,Portugal,Homens, Básico - 1º Ciclo,Total,,,228.0
2020,Portugal,Homens, Básico - 1º Ciclo,Trabalhador familiar não remunerado,,x,
2020,Portugal,Homens, Básico - 1º Ciclo,Trabalhador por conta de outrem,,,156.3
2020,Portugal,Homens, Básico - 1º Ciclo,Trabalhador por conta própria/empregador,,,21.2
2020,Portugal,Homens, Básico - 1º Ciclo,Trabalhador por conta própria/isolado,,,49.2
2020,Portugal,Homens, Básico - 2º Ciclo,Total,,,310.9
2020,Portugal,Homens, Básico - 2º Ciclo,Trabalhador familiar não remunerado,,x,
2020,Portugal,Homens, Básico - 2º Ciclo,Trabalhador por conta de outrem,,,237.2
2020,Portugal,Homens, Básico - 2º Ciclo,Trabalhador por conta própria/empregador,,,24.9
2020,Portugal,Homens, Básico - 2º Ciclo,Trabalhador por conta própria/isolado,,,48.6
2020,Portugal,Homens, Básico - 3º Ciclo,Total,,,529.6
2020,Portugal,Homens, Básico - 3º Ciclo,Trabalhador familiar não remunerado,,x,
2020,Portugal,Homens, Básico - 3º Ciclo,Trabalhador por conta de outrem,,,440.9
2020,Portugal,Homens, Básico - 3º Ciclo,Trabalhador por conta própria/empregador,,,37.6
2020,Portugal,Homens, Básico - 3º Ciclo,Trabalhador por conta própria/isolado,,,49.7
2020,Portugal,Homens,Nenhum,Total,,,16.5
2020,Portugal,Homens,Nenhum,Trabalhador familiar não remunerado,,x,
2020,Portugal,Homens,Nenhum,Trabalhador por conta de outrem,,,13.9
2020,Portugal,Homens,Nenhum,Trabalhador por conta própria/empregador,,x,
2020,Portugal,Homens,Nenhum,Trabalhador por conta própria/isolado,,x,
2020,Portugal,Homens,Secundário e pós-secundário,Total,,,734.0
2020,Portugal,Homens,Secundário e pós-secundário,Trabalhador familiar não remunerado,,x,
2020,Portugal,Homens,Secundário e pós-secundário,Trabalhador por conta de outrem,,,642.4
2020,Portugal,Homens,Secundário e pós-secundário,Trabalhador por conta própria/empregador,,,31.8
2020,Portugal,Homens,Secundário e pós-secundário,Trabalhador por conta própria/isolado,,,57.2
2020,Portugal,Homens,Superior,Total,,,553.6
2020,Portugal,Homens,Superior,Trabalhador familiar não remunerado,,x,
2020,Portugal,Homens,Superior,Trabalhador por conta de outrem,,,462.7
2020,Portugal,Homens,Superior,Trabalhador por conta própria/empregador,,,35.7
2020,Portugal,Homens,Superior,Trabalhador por conta própria/isolado,,,55.0
2020,Portugal,Homens,Total,Total,,,2372.6
2020,Portugal,Homens,Total,Trabalhador familiar não remunerado,,,6.0
2020,Portugal,Homens,Total,Trabalhador por conta de outrem,,,1953.3
2020,Portugal,Homens,Total,Trabalhador por conta própria/empregador,,,151.5
2020,Portugal,Homens,Total,Trabalhador por conta própria/isolado,,,261.8
2020,Portugal,Mulheres, Básico - 1º Ciclo,Total,,,174.1
2020,Portugal,Mulheres, Básico - 1º Ciclo,Trabalhador familiar não remunerado,,x,
2020,Portugal,Mulheres, Básico - 1º Ciclo,Trabalhador por conta de outrem,,,141.6
2020,Portugal,Mulheres, Básico - 1º Ciclo,Trabalhador por conta própria/empregador,,,8.5
2020,Portugal,Mulheres, Básico - 1º Ciclo,Trabalhador por conta própria/isolado,,,22.6
2020,Portugal,Mulheres, Básico - 2º Ciclo,Total,,,206.1
2020,Portugal,Mulheres, Básico - 2º Ciclo,Trabalhador familiar não remunerado,,x,
2020,Portugal,Mulheres, Básico - 2º Ciclo,Trabalhador por conta de outrem,,,178.9
2020,Portugal,Mulheres, Básico - 2º Ciclo,Trabalhador por conta própria/empregador,,,7.0
2020,Portugal,Mulheres, Básico - 2º Ciclo,Trabalhador por conta própria/isolado,,,17.5
2020,Portugal,Mulheres, Básico - 3º Ciclo,Total,,,394.8
2020,Portugal,Mulheres, Básico - 3º Ciclo,Trabalhador familiar não remunerado,,x,
2020,Portugal,Mulheres, Básico - 3º Ciclo,Trabalhador por conta de outrem,,,348.9
2020,Portugal,Mulheres, Básico - 3º Ciclo,Trabalhador por conta própria/empregador,,,11.3
2020,Portugal,Mulheres, Básico - 3º Ciclo,Trabalhador por conta própria/isolado,,,32.9
2020,Portugal,Mulheres,Nenhum,Total,,,18.7
2020,Portugal,Mulheres,Nenhum,Trabalhador familiar não remunerado,,x,
2020,Portugal,Mulheres,Nenhum,Trabalhador por conta de outrem,,,16.7
2020,Portugal,Mulheres,Nenhum,Trabalhador por conta própria/empregador,,x,
2020,Portugal,Mulheres,Nenhum,Trabalhador por conta própria/isolado,,x,
2020,Portugal,Mulheres,Secundário e pós-secundário,Total,,,649.7
2020,Portugal,Mulheres,Secundário e pós-secundário,Trabalhador familiar não remunerado,,x,
2020,Portugal,Mulheres,Secundário e pós-secundário,Trabalhador por conta de outrem,,,589.4
2020,Portugal,Mulheres,Secundário e pós-secundário,Trabalhador por conta própria/empregador,,,17.3
2020,Portugal,Mulheres,Secundário e pós-secundário,Trabalhador por conta própria/isolado,,,41.9
2020,Portugal,Mulheres,Superior,Total,,,864.1
2020,Portugal,Mulheres,Superior,Trabalhador familiar não remunerado,,x,
2020,Portugal,Mulheres,Superior,Trabalhador por conta de outrem,,,772.9
2020,Portugal,Mulheres,Superior,Trabalhador por conta própria/empregador,,,24.7
2020,Portugal,Mulheres,Superior,Trabalhador por conta própria/isolado,,,64.6
2020,Portugal,Mulheres,Total,Total,,,2307.6
2020,Portugal,Mulheres,Total,Trabalhador familiar não remunerado,,,8.9
2020,Portugal,Mulheres,Total,Trabalhador por conta de outrem,,,2048.4
2020,Portugal,Mulheres,Total,Trabalhador por conta própria/empregador,,,68.9
2020,Portugal,Mulheres,Total,Trabalhador por conta própria/isolado,,,181.4
2020,Portugal,Total, Básico - 1º Ciclo,Total,,,402.1
2020,Portugal,Total, Básico - 1º Ciclo,Trabalhador familiar não remunerado,,x,
2020,Portugal,Total, Básico - 1º Ciclo,Trabalhador por conta de outrem,,,297.9
2020,Portugal,Total, Básico - 1º Ciclo,Trabalhador por conta própria/empregador,,,29.7
2020,Portugal,Total, Básico - 1º Ciclo,Trabalhador por conta própria/isolado,,,71.7
2020,Portugal,Total, Básico - 2º Ciclo,Total,,,517.1
2020,Portugal,Total, Básico - 2º Ciclo,Trabalhador familiar não remunerado,,x,
2020,Portugal,Total, Básico - 2º Ciclo,Trabalhador por conta de outrem,,,416.1
2020,Portugal,Total, Básico - 2º Ciclo,Trabalhador por conta própria/empregador,,,31.9
2020,Portugal,Total, Básico - 2º Ciclo,Trabalhador por conta própria/isolado,,,66.1
2020,Portugal,Total, Básico - 3º Ciclo,Total,,,924.5
2020,Portugal,Total, Básico - 3º Ciclo,Trabalhador familiar não remunerado,,x,
2020,Portugal,Total, Básico - 3º Ciclo,Trabalhador por conta de outrem,,,789.8
2020,Portugal,Total, Básico - 3º Ciclo,Trabalhador por conta própria/empregador,,,49.0
2020,Portugal,Total, Básico - 3º Ciclo,Trabalhador por conta própria/isolado,,,82.6
2020,Portugal,Total,Nenhum,Total,,,35.2
2020,Portugal,Total,Nenhum,Trabalhador familiar não remunerado,,x,
2020,Portugal,Total,Nenhum,Trabalhador por conta de outrem,,,30.6
2020,Portugal,Total,Nenhum,Trabalhador por conta própria/empregador,,x,
2020,Portugal,Total,Nenhum,Trabalhador por conta própria/isolado,,x,
2020,Portugal,Total,Secundário e pós-secundário,Total,,,1383.7
2020,Portugal,Total,Secundário e pós-secundário,Trabalhador familiar não remunerado,,x,
2020,Portugal,Total,Secundário e pós-secundário,Trabalhador por conta de outrem,,,1231.8
2020,Portugal,Total,Secundário e pós-secundário,Trabalhador por conta própria/empregador,,,49.1
2020,Portugal,Total,Secundário e pós-secundário,Trabalhador por conta própria/isolado,,,99.2
2020,Portugal,Total,Superior,Total,,,1417.7
